User-ID,ISBN,Book-Rating
2977,0451153553,0
2977,0452282152,7
2977,0671021001,9
2977,0767902521,0
2977,0971880107,0
3363,002542730X,0
3363,0060096195,0
3363,0060175400,0
3363,0060502258,0
3363,0060928336,0
3363,0060958022,0
3363,0060976845,0
3363,0060987103,0
3363,0060987529,0
3363,0064472272,0
3363,0070212570,0
3363,0140067477,0
3363,0140293248,0
3363,0312144075,0
3363,0312278586,0
3363,0316096199,10
3363,0316284955,0
3363,0316666343,0
3363,0345337662,0
3363,0345348036,0
3363,0345380371,0
3363,0345404114,0
3363,0345417623,0
3363,0345445848,0
3363,0373218400,0
3363,037570504X,0
3363,0375705856,0
3363,0375706771,0
3363,0375726403,0
3363,0380814021,10
3363,0385335482,0
3363,0385335830,0
3363,0385335881,0
3363,0385420161,0
3363,038542471X,0
3363,0385424728,0
3363,0385504209,0
3363,0425147363,0
3363,0425155404,0
3363,0425158616,0
3363,0425169863,0
3363,0440206154,0
3363,0440224675,0
3363,0440234743,0
3363,0440236673,0
3363,0446394521,0
3363,0446672211,10
3363,0449005615,0
3363,0452268060,0
3363,0515131229,0
3363,051513287X,0
3363,0553277472,0
3363,0671003755,0
3363,0671027344,9
3363,0671673688,0
3363,0679772677,0
3363,0743418174,0
3363,0767905180,0
3363,0786866586,0
3363,0786881852,0
3363,0786885688,0
3363,080410526X,0
3363,080411868X,0
3363,0805063897,0
3363,0842329218,0
3363,0842329242,0
3363,089480829X,0
3363,0971880107,0
3363,1551668998,0
3363,155874262X,0
3363,1558744150,0
3363,1558744630,0
4017,0060915544,8
4017,0060928336,0
4017,0140042598,10
4017,0140244824,10
4017,0142001740,0
4017,0316096199,10
4017,0316182540,0
4017,0316284955,0
4017,0316666343,10
4017,0316899984,5
4017,0345424719,10
4017,0345443284,10
4017,0374129983,0
4017,0375502238,0
4017,0375506039,0
4017,037570504X,10
4017,0375705856,9
4017,0380730138,9
4017,0385265700,9
4017,038533334X,10
4017,0385486804,10
4017,0385502532,9
4017,0399146431,0
4017,0446310786,10
4017,0452260116,9
4017,0452280621,10
4017,0452282829,10
4017,0452283205,0
4017,0553275976,0
4017,059035342X,0
4017,0670892963,8
4017,0671038184,10
4017,0671510053,10
4017,068484267X,10
4017,0786866586,0
4017,0786868716,0
4017,0786881852,0
4017,0802139256,0
4017,0804106304,0
4017,1573225789,9
4385,0440221471,10
4385,0786868716,0
6242,0060934417,7
6242,0060958022,6
6242,0060987103,7
6242,0060987561,0
6242,0140244824,0
6242,0140293248,5
6242,0142001430,7
6242,0312144075,5
6242,0312195516,7
6242,0312243022,8
6242,0312282990,6
6242,0375705856,5
6242,0375706410,8
6242,0375726403,7
6242,038542017X,7
6242,039592720X,5
6242,0446670251,5
6242,0452264464,5
6242,0679746048,5
6242,0679751521,5
6242,068484267X,8
6242,0871136791,8
6242,1573225789,7
6242,1573227331,6
6242,1573229326,6
6251,0060392452,10
6251,0060915544,0
6251,0060930535,0
6251,0060932759,0
6251,0060938455,0
6251,0060976845,0
6251,0060987103,0
6251,0060987529,0
6251,0061009059,7
6251,0064407667,0
6251,0064407675,0
6251,0140067477,10
6251,0140244824,0
6251,0140254544,0
6251,0140293248,0
6251,0156628708,0
6251,0312195516,0
6251,0312278586,0
6251,0312305060,0
6251,0312966091,9
6251,0312983271,0
6251,0316284955,0
6251,0316899984,0
6251,0345337662,0
6251,0345351525,0
6251,0345370775,0
6251,0345370805,0
6251,034538475X,0
6251,034540288X,0
6251,0345417623,0
6251,0345427637,0
6251,0345465083,0
6251,0374129983,0
6251,0375725784,4
6251,0375727345,6
6251,0380717018,0
6251,0380718340,0
6251,0380730138,0
6251,0380731851,0
6251,0380789035,7
6251,0380813815,10
6251,0385420161,0
6251,0385475721,0
6251,0385479565,0
6251,0385484518,7
6251,038550120X,0
6251,038550926X,0
6251,0394820371,10
6251,0425182908,0
6251,0425184226,0
6251,0439064872,0
6251,0439136350,10
6251,0439139597,10
6251,043935806X,9
6251,0440206154,7
6251,0440218535,0
6251,0440221471,0
6251,0440222656,7
6251,0440224675,6
6251,0440414806,0
6251,0440498058,10
6251,0440998050,10
6251,0441003257,10
6251,0446532231,10
6251,0446604666,0
6251,0446610399,0
6251,0446672211,0
6251,0449212602,0
6251,0449221490,0
6251,0449221504,0
6251,0451183665,0
6251,0451188454,0
6251,0451203895,0
6251,0525947647,0
6251,0553260111,0
6251,0553272535,0
6251,0553277472,0
6251,0553282476,0
6251,0553560247,7
6251,0553572997,0
6251,0553573136,0
6251,059035342X,0
6251,0609610597,3
6251,0671001795,0
6251,0671021001,0
6251,0671038184,0
6251,0671042572,0
6251,0671510053,0
6251,0671894455,0
6251,0679444815,0
6251,0679731148,7
6251,0679744398,0
6251,0679745203,0
6251,067976397X,0
6251,068484267X,8
6251,0743224574,0
6251,0743418174,0
6251,0786817070,8
6251,0786867647,0
6251,0786868716,0
6251,0786885688,8
6251,080410526X,0
6251,0804106304,0
6251,080411935X,0
6251,0805063897,0
6251,0971880107,0
6251,1400031354,0
6251,1400031362,0
6251,1400034779,0
6251,1573229571,0
6323,0316096199,0
6323,0345313860,6
6323,0345337662,0
6323,0345351525,0
6323,0345380371,0
6323,034538184X,0
6323,034538475X,0
6323,0345427637,0
6323,0380710218,3
6323,0380717018,1
6323,0385424728,6
6323,0385472951,0
6323,0399145087,0
6323,0399146253,0
6323,0440211263,9
6323,0440213290,0
6323,0446365505,0
6323,0446601241,8
6323,0553284789,6
6323,0553571885,0
6323,0553579606,0
6323,0671004549,0
6323,0671758896,0
6323,0671793489,0
6323,0671867113,0
6323,0804106304,0
6543,0060987103,10
6543,0061009059,8
6543,0061020710,6
6543,0140119906,0
6543,014025448X,8
6543,0140254544,0
6543,0142000205,0
6543,0142001430,0
6543,0142001740,9
6543,0151008116,0
6543,0312195516,0
6543,0312278586,0
6543,0312966091,0
6543,0312966970,0
6543,0312971346,0
6543,0312976275,0
6543,0316168688,0
6543,0316602051,0
6543,0316666343,0
6543,0316777730,0
6543,0345342968,8
6543,0345436911,8
6543,0345438329,0
6543,0345445848,7
6543,0345447840,0
6543,0375412824,0
6543,0375725784,0
6543,0380813815,10
6543,0380977788,0
6543,0385504209,0
6543,0385721420,7
6543,0385722206,6
6543,0385730586,0
6543,0425192725,8
6543,0446605484,10
6543,0446610038,9
6543,0446611212,0
6543,0451191145,0
6543,0609804138,0
6543,0671001795,0
6543,0671880314,0
6543,067976397X,7
6543,0688177751,0
6543,0743227441,0
6543,0767905385,7
6543,0767915054,0
6543,089480829X,0
6543,0971880107,0
6543,1400031346,6
6543,1400031354,7
6543,1400031362,8
6543,1573225789,9
6563,0060199652,8
6563,0060915544,9
6563,0060928336,0
6563,0060976845,0
6563,0060987103,8
6563,0060987529,8
6563,0061097101,10
6563,0064407667,0
6563,0140244824,0
6563,0140298479,0
6563,0312278586,7
6563,0312924801,0
6563,0316096199,0
6563,0316666343,0
6563,0316776963,0
6563,0316780375,0
6563,0316781010,0
6563,0345465083,0
6563,0375705856,0
6563,0375725784,0
6563,0380002930,0
6563,038079487X,0
6563,0385335482,0
6563,0385335830,7
6563,0385335881,0
6563,0385336179,0
6563,0385484518,10
6563,0385498802,0
6563,0385508042,0
6563,0385730586,0
6563,0439064872,0
6563,043935806X,10
6563,0440122090,0
6563,0440211263,0
6563,0440211727,10
6563,0440214041,0
6563,0440221595,0
6563,0440224594,9
6563,0446360589,0
6563,0446394521,0
6563,0446603929,0
6563,0446608955,0
6563,0446609323,0
6563,0446672211,0
6563,059035342X,8
6563,0609804138,0
6563,0671021001,2
6563,0671693816,7
6563,0684872153,1
6563,0743225406,0
6563,0743418174,9
6563,0767900383,3
6563,0786866586,0
6563,0786867647,0
6563,0786868716,10
6563,0786881852,8
6563,080411918X,0
6563,0871136791,0
6563,1400031346,8
6575,0060173289,0
6575,0060502258,8
6575,0060915544,0
6575,0060916508,0
6575,0060928336,8
6575,0060934417,9
6575,0060938455,0
6575,0060958022,0
6575,0060976845,0
6575,0060987103,9
6575,0060987561,0
6575,0061009059,0
6575,0070212570,0
6575,0140179836,0
6575,0140244824,0
6575,0140254544,0
6575,0140293248,8
6575,0140298479,6
6575,0142001430,0
6575,0142001740,8
6575,0312144075,9
6575,0312195516,8
6575,0312243022,7
6575,0312265867,9
6575,0312278586,0
6575,0312282990,9
6575,0312421273,0
6575,0312966091,0
6575,0312966970,9
6575,0312971346,0
6575,0312976275,0
6575,0312983271,0
6575,031298328X,0
6575,0312983867,0
6575,0312990456,9
6575,0316601950,0
6575,0316666343,0
6575,0316776963,8
6575,0316781010,0
6575,0316781266,0
6575,0316782505,0
6575,034536676X,7
6575,0345370805,0
6575,0345404114,0
6575,0345435168,0
6575,0374129983,0
6575,0375412824,0
6575,0375502238,7
6575,0375700757,0
6575,0375702709,0
6575,0375703861,0
6575,0375705856,8
6575,0375706410,9
6575,0375706771,7
6575,0375725784,7
6575,0375727345,0
6575,0375760911,7
6575,0380002930,4
6575,0380730138,0
6575,0380789035,0
6575,0380977788,9
6575,0385265700,0
6575,038533334X,4
6575,0385335482,5
6575,038542017X,0
6575,0385484518,6
6575,0385498802,0
6575,0385504209,0
6575,038572179X,0
6575,0385722206,9
6575,0399146431,0
6575,042511774X,0
6575,0425169863,0
6575,043935806X,0
6575,0440214041,0
6575,0440222656,0
6575,0440236673,0
6575,0446394521,0
6575,044651862X,0
6575,0446604666,7
6575,0446612545,0
6575,0446670251,0
6575,0446672211,8
6575,0449005615,0
6575,0449223612,0
6575,0449907481,0
6575,0449910237,0
6575,0452269571,0
6575,0452282152,6
6575,0452282829,0
6575,0452283205,0
6575,0515127833,0
6575,0515130389,0
6575,0553268880,0
6575,0553275976,0
6575,0553279912,7
6575,0553569155,0
6575,0553582135,0
6575,0609804138,8
6575,0671001795,9
6575,0671003755,0
6575,0671510053,0
6575,0679429220,6
6575,0679731148,7
6575,0679731725,0
6575,0679734775,0
6575,0679735909,0
6575,0679744398,0
6575,0679745203,8
6575,0679746048,9
6575,0679772677,0
6575,068484267X,9
6575,0684867621,0
6575,0684874350,0
6575,0743227441,7
6575,0743237188,0
6575,0743418174,0
6575,0786866586,0
6575,0786881852,0
6575,0802130208,0
6575,080410526X,5
6575,0804106304,9
6575,0804111359,2
6575,0804115761,0
6575,080411868X,0
6575,080411918X,0
6575,0805063897,0
6575,140003065X,0
6575,1400031346,9
6575,1400031354,9
6575,1400031362,0
6575,1400034779,9
6575,1558744630,0
6575,1573225789,0
6575,1573229326,0
7158,0060915544,0
7158,0060976845,0
7158,0142000205,9
7158,0151008116,0
7158,0312305060,0
7158,031242227X,0
7158,0316096199,0
7158,0316168688,8
7158,0316666343,0
7158,0316780375,0
7158,0316781266,0
7158,0345378490,0
7158,0375502238,4
7158,0375506039,0
7158,0375703055,0
7158,0380730138,0
7158,0385511612,0
7158,0385721420,0
7158,0385730586,0
7158,042511774X,0
7158,0425132951,0
7158,042513525X,0
7158,0425153975,0
7158,0440211263,0
7158,0440226104,7
7158,0446531332,0
7158,0446605239,10
7158,0446605484,8
7158,0446608955,9
7158,0446610399,9
7158,0446611212,0
7158,0446612545,0
7158,0446672211,8
7158,0451170385,0
7158,0451180232,0
7158,0452282829,0
7158,0515127833,0
7158,0553274295,0
7158,0553582747,8
7158,0553582755,0
7158,0609610597,0
7158,067100042X,6
7158,0671003755,0
7158,0671004530,0
7158,0671004549,0
7158,0671038184,8
7158,0671510053,9
7158,0679735771,0
7158,0679746048,0
7158,0684867621,0
7158,0743206045,0
7158,0743211375,0
7158,0743224574,0
7158,0743411250,0
7158,0743418174,0
7158,0971880107,0
7158,1551668998,0
7158,155874262X,7
7286,0060915544,0
7286,0060928336,0
7286,0345342968,10
7286,034538475X,0
7286,0385722206,0
7286,0399501487,10
7286,068484267X,0
7286,089480829X,7
7286,0971880107,0
7346,0060096195,8
7346,006016848X,0
7346,0060928336,0
7346,0060930535,0
7346,0060934417,0
7346,0060977493,0
7346,0060987103,7
7346,0060987529,0
7346,0061009059,0
7346,0061020710,0
7346,0064400557,0
7346,0064407667,0
7346,0064472272,6
7346,0140092323,0
7346,0140119906,0
7346,014025448X,0
7346,0140254544,8
7346,0140293248,0
7346,0312265867,6
7346,0312282990,0
7346,0312924585,9
7346,0312966970,8
7346,0312976275,7
7346,0316096199,8
7346,0316666343,0
7346,0316769487,0
7346,0316782505,0
7346,0345337662,0
7346,0345348036,8
7346,0345361792,9
7346,0345370775,8
7346,0345380371,9
7346,0345391055,7
7346,0345417623,0
7346,0345438329,0
7346,0345445848,6
7346,0375700757,0
7346,0375705856,0
7346,0375706771,0
7346,0375726403,8
7346,0375727132,0
7346,0375727345,0
7346,0380789035,0
7346,0380977788,9
7346,0385335482,0
7346,0385335881,8
7346,0385336179,0
7346,038542017X,0
7346,0385474016,0
7346,0385479565,8
7346,0385505833,0
7346,0385508042,0
7346,0385730586,7
7346,0394820371,0
7346,0399145087,7
7346,0399147195,8
7346,0425122123,0
7346,0425147622,8
7346,0425154092,8
7346,0425177173,8
7346,0425182878,0
7346,0425184226,0
7346,0440202043,0
7346,0440214041,0
7346,0440218535,0
7346,0440219078,0
7346,0440221471,9
7346,044022165X,0
7346,0440222656,0
7346,0440224594,0
7346,0440225701,10
7346,0440234743,9
7346,0440235596,0
7346,0440236673,8
7346,0440236703,0
7346,0440241073,8
7346,0440998050,0
7346,0446310786,0
7346,0446359866,7
7346,0446364193,0
7346,0446601241,0
7346,0446605239,0
7346,0446605484,0
7346,0446611212,0
7346,0446672211,0
7346,0449003787,8
7346,0449203794,0
7346,0449219364,8
7346,0449219461,7
7346,0449223612,0
7346,0451153553,0
7346,0451188454,8
7346,0451526341,8
7346,0515131229,0
7346,051513287X,0
7346,0553213148,0
7346,0553250426,0
7346,0553268880,0
7346,0553273914,0
7346,0553275976,0
7346,0553284789,6
7346,0553560247,8
7346,0590353403,10
7346,0609804138,7
7346,0670892963,7
7346,0671001795,8
7346,0671004530,0
7346,0671042262,0
7346,0671042572,0
7346,0671510053,0
7346,0671617028,8
7346,0671867172,9
7346,0679772677,0
7346,0684872153,7
7346,0743224574,0
7346,0743227441,9
7346,0743418174,0
7346,0743436210,0
7346,0767900383,0
7346,0786868716,7
7346,0786885688,0
7346,0802139256,8
7346,0804106304,9
7346,0805063897,0
7346,0842329218,0
7346,0842329242,0
7346,0842329250,0
7346,155874262X,7
7346,1558743669,0
7346,1558744630,0
7346,1558745157,0
7346,1559029838,8
7346,1573225517,0
7346,1573225789,0
7915,006016848X,0
7915,0060928336,0
7915,0060934417,0
7915,0060987529,0
7915,0061009059,8
7915,0061097101,0
7915,0070212570,0
7915,014023313X,0
7915,014025448X,0
7915,0140254544,0
7915,0312195516,10
7915,0312966091,8
7915,0312966970,0
7915,0312971346,0
7915,0312976275,10
7915,0312983867,0
7915,0312990456,0
7915,0375502238,0
7915,0375706771,8
7915,0385486804,0
7915,0385504209,10
7915,0385511612,0
7915,042511774X,8
7915,0425162443,0
7915,0440215625,10
7915,0440224624,0
7915,0446605239,0
7915,0446612545,0
7915,0446672211,0
7915,0451202341,0
7915,0452282152,9
7915,0553272535,8
7915,0553571885,0
7915,0609804138,3
7915,0671001795,0
7915,0671003755,0
7915,0671793489,0
7915,0671867172,0
7915,0679745203,5
7915,0684872153,0
7915,0743237188,0
7915,0786868716,10
7915,080411868X,0
8067,0060096195,10
8067,0061009059,10
8067,0140293248,0
8067,0312966091,0
8067,0312966806,7
8067,0312966970,10
8067,0312971346,10
8067,0312976275,0
8067,0312983271,10
8067,031298328X,10
8067,0375760911,10
8067,0385335830,9
8067,0385472951,10
8067,0385502532,0
8067,042518630X,2
8067,0446610542,9
8067,0449134482,0
8067,0515130389,0
8067,0553275976,0
8067,0671001795,10
8245,0060199652,6
8245,0060915544,0
8245,014023313X,0
8245,0140244824,0
8245,0142001430,9
8245,0312195516,9
8245,0312966806,8
8245,0312974256,8
8245,0312976275,0
8245,0316969443,7
8245,0345354613,0
8245,0345446860,7
8245,0373484003,0
8245,037570504X,0
8245,0375727345,0
8245,0380730138,0
8245,0385722206,7
8245,039592720X,8
8245,0425152251,0
8245,0425162443,0
8245,0425184226,0
8245,0439064872,8
8245,0440122090,9
8245,0440215625,7
8245,0440222656,0
8245,0446603716,8
8245,0446606324,9
8245,0446610542,0
8245,0452282152,10
8245,0452282829,6
8245,0452284449,9
8245,0515131229,8
8245,0515132020,0
8245,0553268880,9
8245,0553275976,0
8245,0609804138,9
8245,067102423X,0
8245,0671038184,8
8245,0671693816,0
8245,0671708635,8
8245,0679772677,0
8245,0684874350,8
8245,0786868716,0
8245,080213825X,8
8245,080411918X,0
8245,140003065X,9
8681,0060928336,0
8681,0060958022,0
8681,0060987103,0
8681,0142001740,9
8681,0312195516,8
8681,0316666343,0
8681,0316693006,0
8681,0345350499,7
8681,0375727345,0
8681,0380789019,0
8681,0385475721,0
8681,0385498802,0
8681,0385502532,0
8681,038572179X,0
8681,0399146431,0
8681,0425152251,0
8681,0425158616,0
8681,0439136350,0
8681,0439139597,0
8681,0440224675,0
8681,0452282152,0
8681,0525947647,10
8681,0553375407,0
8681,0553561618,0
8681,0553572997,7
8681,0590353403,8
8681,0671027360,0
8681,0679745203,8
8681,0802130208,0
8681,0971880107,0
8681,1573225517,10
8681,1573227331,8
8936,0070212570,0
8936,0345384466,0
8936,0345435168,0
8936,0380717018,7
8936,0380718332,9
8936,0380718340,9
8936,0380730847,0
8936,0399146253,0
8936,0425147622,9
8936,0425154092,0
8936,0425158616,0
8936,0425180638,0
8936,0425182878,0
8936,0425182908,0
8936,0425189864,0
8936,0446359866,0
8936,0446610038,0
8936,0449003787,0
8936,0449219364,0
8936,0449221504,0
8936,0451151259,0
8936,0451153553,0
8936,0451170385,0
8936,0451176464,0
8936,0451177096,0
8936,0451188462,9
8936,0553572326,0
8936,067102423X,0
8936,0679746048,0
8936,0684867621,0
8936,0743211375,0
9856,0140042598,3
9856,0316666343,0
9856,0345313860,0
9856,0345337662,0
9856,0345351525,0
9856,0345353145,6
9856,0345361792,10
9856,0345369947,0
9856,0345370775,0
9856,0345378482,0
9856,0345378490,0
9856,0345422317,0
9856,038542017X,0
9856,0399501487,0
9856,0425115801,7
9856,0425136981,0
9856,0425182878,0
9856,0439064872,0
9856,0440180295,0
9856,0440211727,0
9856,0440214041,0
9856,0440219078,0
9856,0440221471,0
9856,044022165X,0
9856,0440225701,0
9856,0440234743,0
9856,044023722X,0
9856,0440241073,0
9856,0441790348,0
9856,0446670251,0
9856,0446672211,0
9856,055321313X,0
9856,0553580221,0
9856,0553582755,9
9856,059035342X,0
9856,0671042262,0
9856,1559029838,8
10447,0060915544,9
10447,0060916508,7
10447,0060928336,9
10447,0060934417,0
10447,0060976845,8
10447,0060987529,9
10447,0140244824,0
10447,014025448X,9
10447,0140254544,9
10447,0140298479,0
10447,0156628708,0
10447,0312305060,0
10447,0312976275,0
10447,0316284955,0
10447,0316780375,0
10447,0316781266,0
10447,0316789089,3
10447,0316899984,0
10447,034536676X,0
10447,0345427637,0
10447,0345465083,10
10447,0375700757,9
10447,0375703055,6
10447,037570504X,0
10447,0375706771,0
10447,0375726403,0
10447,0375727345,0
10447,0380730138,0
10447,038079487X,7
10447,0385335881,0
10447,0385504209,0
10447,0385505833,7
10447,038572179X,0
10447,0385722206,0
10447,0425162443,0
10447,0425167313,0
10447,0440224594,0
10447,044023722X,0
10447,0441003257,0
10447,0449003787,0
10447,0449003795,0
10447,0449212602,9
10447,0449219364,0
10447,0451203895,5
10447,0452282152,7
10447,0452284449,9
10447,0553284789,0
10447,0553572997,0
10447,0553573136,0
10447,0553582143,0
10447,0671510053,0
10447,0679746048,0
10447,0743237188,3
10447,0743412028,4
10447,0786868716,7
10447,080411935X,8
10447,1400034779,0
10447,155874262X,6
10819,0060916508,0
10819,0060938455,0
10819,0140293248,0
10819,0156628708,0
10819,0440498058,9
10819,0446365505,0
10819,0449212602,0
10819,0451180232,0
10819,055321313X,0
10819,0553272535,0
10819,0553279378,0
10819,0553296981,0
10819,0671003755,0
10819,0671004107,0
10819,0805063897,0
10819,0971880107,0
11601,0060915544,10
11601,0060921145,0
11601,0060938455,10
11601,0140119906,0
11601,014023313X,0
11601,014025448X,0
11601,0312243022,0
11601,0312278586,0
11601,0312924585,0
11601,0312966091,0
11601,0312966806,0
11601,0312974256,0
11601,0316601950,0
11601,0316693200,0
11601,0316769487,0
11601,0316777730,0
11601,0316782505,0
11601,0316899984,0
11601,0345337662,0
11601,0345380371,0
11601,034538184X,0
11601,0345397819,0
11601,0345413873,0
11601,0345422317,0
11601,0345435168,0
11601,0373218400,0
11601,0375703055,0
11601,0375703063,10
11601,0375725784,0
11601,0380002930,0
11601,0380718332,0
11601,0380718340,0
11601,038542017X,0
11601,038542471X,0
11601,0385484518,0
11601,0425116840,0
11601,0425124347,0
11601,0425143325,0
11601,0425162443,0
11601,0425180964,0
11601,0439064872,0
11601,0440214041,0
11601,0440222656,0
11601,0440224675,0
11601,0440226104,0
11601,0440236703,0
11601,0440498058,0
11601,0446310786,10
11601,0446363251,0
11601,044651862X,0
11601,0446601241,0
11601,0446608890,0
11601,0446608955,0
11601,0446610399,0
11601,0446611212,0
11601,0449003787,0
11601,0449203794,0
11601,0449212602,0
11601,0449219364,0
11601,0449219461,0
11601,0449221512,0
11601,0449907481,0
11601,0452260116,0
11601,0452280621,0
11601,0452282829,0
11601,0515128546,0
11601,0515131229,0
11601,0515132020,0
11601,0553260111,0
11601,0553271636,0
11601,0553273914,0
11601,0553279556,0
11601,0553279912,0
11601,0553280341,0
11601,0553282476,0
11601,0553284789,0
11601,0553564528,0
11601,0553571885,0
11601,0553572997,0
11601,0553574574,0
11601,0553579606,0
11601,0670865796,0
11601,0671001795,0
11601,0671014196,0
11601,0671021001,0
11601,0671024248,0
11601,0671673688,0
11601,0671683993,0
11601,0671708635,0
11601,0671867172,0
11601,0671888587,9
11601,0679429220,0
11601,0679731725,0
11601,0684848783,0
11601,0684872153,0
11601,0684874350,0
11601,0743237188,0
11601,080410526X,0
11601,0871136791,0
11601,155874262X,0
11601,1558743669,0
